12932KALI ALI20211201042011412/01/21 04:20:31  5-MIN KALI 011020Z AUTO 01003KT 1/4SM FG VV002 11/11 A3009 20 100 -400 360/03 RMK AO2 T01060106
12932KALI ALI20211201042511312/01/21 04:25:31  5-MIN KALI 011025Z AUTO 00000KT 1/2SM FG VV002 11/11 A3009 30 96 -300 000/00 RMK AO2 T01110106
12932KALI ALI20211201043011212/01/21 04:30:31  5-MIN KALI 011030Z AUTO 01003KT 1SM BR VV002 11/11 A3009 20 100 -300 360/03 RMK AO2 T01110111
12932KALI ALI20211201043511312/01/21 04:35:31  5-MIN KALI 011035Z AUTO 01003KT 3SM BR OVC002 11/11 A3009 20 100 -400 360/03 RMK AO2 T01060106
12932KALI ALI20211201044011412/01/21 04:40:31  5-MIN KALI 011040Z AUTO 01003KT 1/2SM FG VV002 11/11 A3009 30 100 -400 360/03 RMK AO2 T01060106
12932KALI ALI20211201044511412/01/21 04:45:31  5-MIN KALI 011045Z AUTO 36003KT 1/4SM FG VV002 11/11 A3009 30 100 -300 350/03 RMK AO2 T01110111
12932KALI ALI20211201045012112/01/21 04:50:31  5-MIN KALI 011050Z AUTO 36003KT 1/4SM FG VV002 11/11 A3009 20 100 -300 350/03 RMK AO2 SLP187 T01110111
12932KALI ALI20211201045511412/01/21 04:55:31  5-MIN KALI 011055Z AUTO 00000KT 1/4SM FG VV002 11/11 A3009 20 100 -300 000/00 RMK AO2 T01110111
12932KALI ALI20211201050011412/01/21 05:00:31  5-MIN KALI 011100Z AUTO 00000KT 1/4SM FG VV002 11/11 A3009 20 100 -300 000/00 RMK AO2 T01110111
12932KALI ALI20211201050511412/01/21 05:05:31  5-MIN KALI 011105Z AUTO 36003KT 1/4SM FG VV002 11/11 A3009 20 100 -400 360/03 RMK AO2 T01110111
12932KALI ALI20211201051011412/01/21 05:10:31  5-MIN KALI 011110Z AUTO 36004KT 1/4SM FG VV002 11/11 A3009 20 100 -300 350/04 RMK AO2 T01110111
12932KALI ALI20211201051511412/01/21 05:15:31  5-MIN KALI 011115Z AUTO 01004KT 1/4SM FG VV002 11/11 A3009 20 100 -300 360/04 RMK AO2 T01110111
12932KALI ALI20211201052011412/01/21 05:20:31  5-MIN KALI 011120Z AUTO 01003KT 1/4SM FG VV002 11/11 A3009 20 100 -300 010/03 RMK AO2 T01110111
12932KALI ALI20211201052511412/01/21 05:25:31  5-MIN KALI 011125Z AUTO 01003KT 1/4SM FG VV002 11/11 A3009 20 100 -300 010/03 RMK AO2 T01110111
12932KALI ALI20211201053011412/01/21 05:30:31  5-MIN KALI 011130Z AUTO 01003KT 1/4SM FG VV002 11/11 A3010 20 100 -400 360/03 RMK AO2 T01110111
12932KALI ALI20211201053511412/01/21 05:35:31  5-MIN KALI 011135Z AUTO 01003KT 1/4SM FG VV001 11/11 A3010 20 100 -400 360/03 RMK AO2 T01110111
12932KALI ALI20211201054011412/01/21 05:40:31  5-MIN KALI 011140Z AUTO 01003KT 1/4SM FG VV001 11/11 A3010 20 100 -400 360/03 RMK AO2 T01110111
12932KALI ALI20211201054511312/01/21 05:45:31  5-MIN KALI 011145Z AUTO 36003KT 1/4SM FG VV001 12/11 A3010 10 96 -300 360/03 RMK AO2 T01170111
12932KALI ALI20211201055013912/01/21 05:50:31  5-MIN KALI 011150Z AUTO 01003KT 1/4SM FG VV001 11/11 A3010 10 100 -400 360/03 RMK AO2 SLP192 T01110111 10139 20106 56008
12932KALI ALI20211201055511412/01/21 05:55:31  5-MIN KALI 011155Z AUTO 01004KT 1/4SM FG VV001 11/11 A3011 10 100 -400 360/04 RMK AO2 T01110111
12932KALI ALI20211201060011412/01/21 06:00:31  5-MIN KALI 011200Z AUTO 01004KT 1/4SM FG VV001 11/11 A3011 10 100 -400 360/04 RMK AO2 T01110111
12932KALI ALI20211201060511412/01/21 06:05:31  5-MIN KALI 011205Z AUTO 36003KT 1/4SM FG VV001 11/11 A3011 10 100 -400 350/03 RMK AO2 T01110111
12932KALI ALI20211201061011212/01/21 06:10:31  5-MIN KALI 011210Z AUTO 35003KT 1/4SM FG VV001 12/11 A3011 0 96 -300 350/03 RMK AO2 T01170111
12932KALI ALI20211201061511412/01/21 06:15:31  5-MIN KALI 011215Z AUTO 00000KT 1/4SM FG VV001 11/11 A3011 10 100 -400 000/00 RMK AO2 T01110111
12932KALI ALI20211201062011312/01/21 06:20:31  5-MIN KALI 011220Z AUTO 00000KT 1/4SM FG VV001 11/11 A3011 0 100 -400 000/00 RMK AO2 T01110111
12932KALI ALI20211201062511312/01/21 06:25:31  5-MIN KALI 011225Z AUTO 00000KT 1/4SM FG VV001 11/11 A3011 0 100 -400 000/00 RMK AO2 T01110111
12932KALI ALI20211201063011312/01/21 06:30:31  5-MIN KALI 011230Z AUTO 00000KT 1/4SM FG VV001 11/11 A3011 0 100 -400 000/00 RMK AO2 T01110111
12932KALI ALI20211201063511312/01/21 06:35:31  5-MIN KALI 011235Z AUTO 00000KT 1/4SM FG VV001 11/11 A3011 0 100 -400 000/00 RMK AO2 T01110111
12932KALI ALI20211201064011312/01/21 06:40:31  5-MIN KALI 011240Z AUTO 00000KT 1/4SM FG VV002 11/11 A3011 0 100 -400 000/00 RMK AO2 T01110111
12932KALI ALI20211201064511312/01/21 06:45:31  5-MIN KALI 011245Z AUTO 00000KT 1/4SM FG VV002 11/11 A3011 0 100 -400 000/00 RMK AO2 T01110111
12932KALI ALI20211201065012012/01/21 06:50:31  5-MIN KALI 011250Z AUTO 01003KT 1/4SM FG VV001 11/11 A3012 0 100 -400 360/03 RMK AO2 SLP197 T01110111
12932KALI ALI20211201065511312/01/21 06:55:31  5-MIN KALI 011255Z AUTO 36003KT 1/4SM FG VV001 11/11 A3012 0 100 -400 350/03 RMK AO2 T01110111
12932KALI ALI20211201070011312/01/21 07:00:31  5-MIN KALI 011300Z AUTO 36003KT 1/4SM FG VV002 11/11 A3012 0 100 -400 360/03 RMK AO2 T01110111
12932KALI ALI20211201070511312/01/21 07:05:31  5-MIN KALI 011305Z AUTO 01004KT 1/4SM FG VV002 11/11 A3013 0 100 -400 360/04 RMK AO2 T01110111
12932KALI ALI20211201071011512/01/21 07:10:31  5-MIN KALI 011310Z AUTO 36003KT 1/4SM FG VV002 11/11 A3013 -10 100 -400 360/03 RMK AO2 T01110111
12932KALI ALI20211201071511512/01/21 07:15:31  5-MIN KALI 011315Z AUTO 36003KT 1/4SM FG VV002 11/11 A3013 -10 100 -400 350/03 RMK AO2 T01110111
12932KALI ALI20211201072011512/01/21 07:20:31  5-MIN KALI 011320Z AUTO 36003KT 1/4SM FG VV002 11/11 A3013 -10 100 -400 360/03 RMK AO2 T01110111
12932KALI ALI20211201072511512/01/21 07:25:31  5-MIN KALI 011325Z AUTO 36003KT 1/4SM FG VV002 12/12 A3014 -10 100 -300 350/03 RMK AO2 T01170117
12932KALI ALI20211201073011512/01/21 07:30:31  5-MIN KALI 011330Z AUTO 36004KT 1/4SM FG VV002 12/12 A3014 -20 100 -300 360/04 RMK AO2 T01170117
12932KALI ALI20211201073511512/01/21 07:35:31  5-MIN KALI 011335Z AUTO 01003KT 1/4SM FG VV002 12/12 A3014 -10 100 -300 360/03 RMK AO2 T01170117
12932KALI ALI20211201074011512/01/21 07:40:31  5-MIN KALI 011340Z AUTO 00000KT 1/4SM FG VV002 12/12 A3014 -20 100 -300 000/00 RMK AO2 T01220122
12932KALI ALI20211201074511512/01/21 07:45:31  5-MIN KALI 011345Z AUTO 00000KT 1/4SM FG VV002 12/12 A3014 -20 100 -300 000/00 RMK AO2 T01220122
12932KALI ALI20211201075012112/01/21 07:50:31  5-MIN KALI 011350Z AUTO 00000KT 1/4SM FG VV002 13/12 A3014 -20 96 -200 000/00 RMK AO2 SLP205 T01280122
12932KALI ALI20211201075511512/01/21 07:55:31  5-MIN KALI 011355Z AUTO 00000KT 1/4SM FG VV002 13/13 A3014 -20 100 -200 000/00 RMK AO2 T01280128
12932KALI ALI20211201080011412/01/21 08:00:31  5-MIN KALI 011400Z AUTO 00000KT 1/4SM FG VV002 13/13 A3015 -20 96 -100 000/00 RMK AO2 T01330128
12932KALI ALI20211201080511512/01/21 08:05:31  5-MIN KALI 011405Z AUTO 00000KT 1/4SM FG VV002 13/13 A3015 -20 100 -100 000/00 RMK AO2 T01330133
12932KALI ALI20211201081011512/01/21 08:10:31  5-MIN KALI 011410Z AUTO 00000KT 1/4SM FG VV002 13/13 A3015 -20 100 -100 000/00 RMK AO2 T01330133
12932KALI ALI20211201081511412/01/21 08:15:31  5-MIN KALI 011415Z AUTO 00000KT 1/4SM FG VV002 14/13 A3015 -30 96 -100 000/00 RMK AO2 T01390133
12932KALI ALI20211201082011512/01/21 08:20:31  5-MIN KALI 011420Z AUTO 00000KT 1/4SM FG VV002 14/14 A3015 -30 100 -100 000/00 RMK AO2 T01390139
12932KALI ALI20211201082511512/01/21 08:25:31  5-MIN KALI 011425Z AUTO 00000KT 1/4SM FG VV002 14/14 A3016 -30 100 -100 000/00 RMK AO2 T01390139
12932KALI ALI20211201083011212/01/21 08:30:31  5-MIN KALI 011430Z AUTO 00000KT 1/4SM FG VV002 14/14 A3016 -30 100 0 000/00 RMK AO2 T01440144
12932KALI ALI20211201083511212/01/21 08:35:31  5-MIN KALI 011435Z AUTO 00000KT 1/2SM FG VV002 14/14 A3016 -30 100 0 000/00 RMK AO2 T01440144
12932KALI ALI20211201084011212/01/21 08:40:31  5-MIN KALI 011440Z AUTO 00000KT 1/2SM FG VV002 14/14 A3016 -40 100 0 000/00 RMK AO2 T01440144
12932KALI ALI20211201084511312/01/21 08:45:31  5-MIN KALI 011445Z AUTO 00000KT 1/2SM FG OVC001 15/15 A3016 -40 100 0 000/00 RMK AO2 T01500150
12932KALI ALI20211201085010312/01/21 08:50:31  5-MIN KALI 011450Z AUTO 00000KT 3/4SM BR OVC001 16/16 A3016 -40 100 0 000/00 RMK AO2
12932KALI ALI20211201085511412/01/21 08:55:31  5-MIN KALI 011455Z AUTO 00000KT 3/4SM BR OVC001 16/16 A3017 -40 96 100 000/00 RMK AO2 T01610156
12932KALI ALI20211201090011712/01/21 09:00:31  5-MIN KALI 011500Z AUTO 00000KT 1 3/4SM BR OVC001 16/16 A3017 -40 100 100 000/00 RMK AO2 T01610161
12932KALI ALI20211201090511212/01/21 09:05:31  5-MIN KALI 011505Z AUTO 00000KT 5SM BR BKN001 17/16 A3017 -40 96 200 000/00 RMK AO2 T01670161
12932KALI ALI20211201091011012/01/21 09:10:31  5-MIN KALI 011510Z AUTO 00000KT 9SM BKN001 16/16 A3017 -50 100 100 000/00 RMK AO2 T01610161
12932KALI ALI20211201091511012/01/21 09:15:31  5-MIN KALI 011515Z AUTO 00000KT 10SM SCT001 17/17 A3017 -50 96 200 000/00 RMK AO2 T01720167
12932KALI ALI20211201092011112/01/21 09:20:31  5-MIN KALI 011520Z AUTO 00000KT 10SM FEW001 17/17 A3017 -50 100 200 000/00 RMK AO2 T01720172
12932KALI ALI20211201092511012/01/21 09:25:31  5-MIN KALI 011525Z AUTO 00000KT 10SM FEW001 18/17 A3017 -40 96 300 000/00 RMK AO2 T01780172
12932KALI ALI20211201093010712/01/21 09:30:31  5-MIN KALI 011530Z AUTO 17003KT 10SM CLR 18/17 A3017 -50 93 400 170/03 RMK AO2 T01830172
12932KALI ALI20211201093510712/01/21 09:35:31  5-MIN KALI 011535Z AUTO 17003KT 10SM CLR 19/17 A3017 -50 90 400 160/03 RMK AO2 T01890172
12932KALI ALI20211201094010712/01/21 09:40:31  5-MIN KALI 011540Z AUTO 16004KT 10SM CLR 19/17 A3017 -50 84 500 160/04 RMK AO2 T01940167
12932KALI ALI20211201094510712/01/21 09:45:31  5-MIN KALI 011545Z AUTO 17004KT 10SM CLR 20/17 A3017 -50 81 600 160/04 RMK AO2 T02000167
12932KALI ALI20211201095011412/01/21 09:50:31  5-MIN KALI 011550Z AUTO 17004KT 10SM CLR 20/17 A3017 -50 84 600 160/04 RMK AO2 SLP215 T02000172
12932KALI ALI20211201095510712/01/21 09:55:31  5-MIN KALI 011555Z AUTO VRB03KT 10SM CLR 21/17 A3017 -50 81 600 VRB/03 RMK AO2 T02060172
12932KALI ALI20211201100010712/01/21 10:00:31  5-MIN KALI 011600Z AUTO 17005KT 10SM CLR 21/17 A3017 -50 78 700 170/05 RMK AO2 T02110172
12932KALI ALI20211201100510712/01/21 10:05:31  5-MIN KALI 011605Z AUTO 20004KT 10SM CLR 21/17 A3017 -50 75 700 190/04 RMK AO2 T02110167
12932KALI ALI20211201101010712/01/21 10:10:31  5-MIN KALI 011610Z AUTO 17003KT 10SM CLR 21/17 A3017 -50 78 700 160/03 RMK AO2 T02110172
12932KALI ALI20211201101510712/01/21 10:15:31  5-MIN KALI 011615Z AUTO 18005KT 10SM CLR 22/17 A3017 -50 75 800 180/05 RMK AO2 T02170172
12932KALI ALI20211201102010712/01/21 10:20:31  5-MIN KALI 011620Z AUTO 19004KT 10SM CLR 22/17 A3017 -50 73 800 180/04 RMK AO2 T02220172
12932KALI ALI20211201102510712/01/21 10:25:31  5-MIN KALI 011625Z AUTO 19005KT 10SM CLR 22/17 A3017 -40 73 800 180/05 RMK AO2 T02220172
12932KALI ALI20211201103010712/01/21 10:30:31  5-MIN KALI 011630Z AUTO 20006KT 10SM CLR 23/17 A3017 -40 68 900 200/06 RMK AO2 T02280167
12932KALI ALI20211201103510712/01/21 10:35:31  5-MIN KALI 011635Z AUTO 19007KT 10SM CLR 23/17 A3016 -40 68 900 190/07 RMK AO2 T02280167
12932KALI ALI20211201104010812/01/21 10:40:31  5-MIN KALI 011640Z AUTO 21007KT 10SM CLR 23/17 A3016 -40 68 1000 200/07 RMK AO2 T02330172
12932KALI ALI20211201104510812/01/21 10:45:31  5-MIN KALI 011645Z AUTO 20009KT 10SM CLR 24/17 A3016 -30 66 1000 190/09 RMK AO2 T02390172
12932KALI ALI20211201105011512/01/21 10:50:31  5-MIN KALI 011650Z AUTO 19009KT 10SM CLR 24/17 A3015 -30 61 1100 180/09 RMK AO2 SLP209 T02440167
12932KALI ALI20211201105510812/01/21 10:55:31  5-MIN KALI 011655Z AUTO 20010KT 10SM CLR 24/17 A3015 -30 61 1100 190/10 RMK AO2 T02440167
12932KALI ALI20211201110010812/01/21 11:00:31  5-MIN KALI 011700Z AUTO 20008KT 10SM CLR 24/17 A3016 -30 61 1100 200/08 RMK AO2 T02440167
12932KALI ALI20211201110510812/01/21 11:05:31  5-MIN KALI 011705Z AUTO 18008KT 10SM CLR 24/17 A3015 -30 61 1100 170/08 RMK AO2 T02440167
12932KALI ALI20211201111012412/01/21 11:10:31  5-MIN KALI 011710Z AUTO 21008KT 150V240 10SM CLR 24/17 A3015 -30 61 1100 210/08 150V240 RMK AO2 T02440167
12932KALI ALI20211201111510812/01/21 11:15:31  5-MIN KALI 011715Z AUTO 19007KT 10SM CLR 25/17 A3015 -30 59 1200 190/07 RMK AO2 T02500167
12932KALI ALI20211201112010812/01/21 11:20:31  5-MIN KALI 011720Z AUTO 22010KT 10SM CLR 25/17 A3015 -30 59 1200 210/10 RMK AO2 T02500167
12932KALI ALI20211201112510812/01/21 11:25:31  5-MIN KALI 011725Z AUTO VRB06KT 10SM CLR 25/17 A3015 -20 59 1200 VRB/06 RMK AO2 T02500167
12932KALI ALI20211201113010812/01/21 11:30:31  5-MIN KALI 011730Z AUTO 20007KT 10SM CLR 25/17 A3014 -20 59 1200 190/07 RMK AO2 T02500167
12932KALI ALI20211201113510812/01/21 11:35:31  5-MIN KALI 011735Z AUTO 20009KT 10SM CLR 26/17 A3014 -20 57 1200 200/09 RMK AO2 T02560167
12932KALI ALI20211201114010812/01/21 11:40:31  5-MIN KALI 011740Z AUTO 20007KT 10SM CLR 26/17 A3014 -10 57 1200 200/07 RMK AO2 T02560167
12932KALI ALI20211201114510812/01/21 11:45:31  5-MIN KALI 011745Z AUTO VRB05KT 10SM CLR 26/17 A3014 -20 57 1200 VRB/05 RMK AO2 T02560167
12932KALI ALI20211201115013312/01/21 11:50:31  5-MIN KALI 011750Z AUTO 21006KT 10SM CLR 26/16 A3014 -10 55 1200 200/06 RMK AO2 SLP203 T02560161 10256 20111 53020
12932KALI ALI20211201115510812/01/21 11:55:31  5-MIN KALI 011755Z AUTO 20005KT 10SM CLR 26/16 A3013 -10 55 1200 190/05 RMK AO2 T02560161
12932KALI ALI20211201120010812/01/21 12:00:31  5-MIN KALI 011800Z AUTO 22008KT 10SM CLR 26/16 A3013 -10 55 1200 210/08 RMK AO2 T02560161
12932KALI ALI20211201120510812/01/21 12:05:31  5-MIN KALI 011805Z AUTO VRB06KT 10SM CLR 26/16 A3013 -10 55 1200 VRB/06 RMK AO2 T02560161
12932KALI ALI20211201121010612/01/21 12:10:31  5-MIN KALI 011810Z AUTO 21008KT 10SM CLR 26/16 A3013 0 55 1300 210/08 RMK AO2 T02560161
12932KALI ALI20211201121512212/01/21 12:15:31  5-MIN KALI 011815Z AUTO 22007KT 190V250 10SM CLR 26/17 A3013 0 57 1300 210/07 190V250 RMK AO2 T02560167
12932KALI ALI20211201122010612/01/21 12:20:31  5-MIN KALI 011820Z AUTO 24007KT 10SM CLR 26/17 A3012 0 55 1300 230/07 RMK AO2 T02610167
12932KALI ALI20211201122510612/01/21 12:25:31  5-MIN KALI 011825Z AUTO 23008KT 10SM CLR 26/16 A3012 0 53 1300 230/08 RMK AO2 T02610161
12932KALI ALI20211201123010612/01/21 12:30:31  5-MIN KALI 011830Z AUTO 21007KT 10SM CLR 26/16 A3012 0 53 1300 200/07 RMK AO2 T02610161
12932KALI ALI20211201123510612/01/21 12:35:31  5-MIN KALI 011835Z AUTO VRB04KT 10SM CLR 26/16 A3012 0 53 1300 VRB/04 RMK AO2 T02610161
12932KALI ALI20211201124012212/01/21 12:40:31  5-MIN KALI 011840Z AUTO 24008KT 190V270 10SM CLR 26/16 A3012 0 53 1300 230/08 190V270 RMK AO2 T02610161
12932KALI ALI20211201124510612/01/21 12:45:31  5-MIN KALI 011845Z AUTO 27007KT 10SM CLR 26/16 A3011 0 53 1300 260/07 RMK AO2 T02610161
12932KALI ALI20211201125011412/01/21 12:50:31  5-MIN KALI 011850Z AUTO 19006KT 10SM CLR 26/16 A3011 10 53 1300 180/06 RMK AO2 SLP194 T02610161
